census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2020,802,575820,575820,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Residential,515,144.96218,-37.82172
2020,802,575821,575821,Price Waterhouse Coopers 2-50 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Private,809,144.96262,-37.82222
2020,808,110385,110385,Southbank One 174-184 City Road SOUTHBANK VIC 3006,Southbank,Residential,386,144.96192,-37.82384
2020,810,110366,110366,The Summit Concierge Apartments 157-165 City Road SOUTHBANK VIC 3006,Southbank,Residential,209,144.96268,-37.82425
2020,810,570683,570683,110-120 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Residential,351,144.96206,-37.82548
2020,810,608820,608820,1-13 Balston Street SOUTHBANK VIC 3006,Southbank,Residential,258,144.96164,-37.82517
2020,811,111372,111372,Southbank Condos Apartments 88-98 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Residential,203,144.96445,-37.82347
2020,811,111373,111373,Yarra Condos Apartments 34-52 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Residential,141,144.96411,-37.82376
2020,812,110354,110354,57-61 City Road SOUTHBANK VIC 3006,Southbank,Residential,106,144.96599,-37.82216
2020,929,110950,110950,RMH Royal Park Campus 34-56 Poplar Road PARKVILLE VIC 3052,Parkville,Private,298,144.9479,-37.77803
2020,930,107618,107618,CSL Limited 39-79 Poplar Road PARKVILLE VIC 3052,Parkville,Private,550,144.94477,-37.78031
2020,1001,107001,107001,29-79 MacKenzie Road WEST MELBOURNE VIC 3003,West Melbourne (Industrial),Private,130,144.91123,-37.81297
2020,1006,102993,102993,Pacific National Melbourne Freight Terminal Rear 69-371 Dynon Road WEST MELBOURNE VIC 3003,West Melbourne (Industrial),Private,132,144.9244,-37.80368
2020,1007,102181,102181,53-105 Coode Road WEST MELBOURNE VIC 3003,West Melbourne (Industrial),Private,124,144.92002,-37.80923
2020,1102,588807,588807,208-226 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Commercial,134,144.94516,-37.81316
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Commercial,2500,144.94756,-37.81674
2020,1103,669632,573400,673-675 La Trobe Street DOCKLANDS VIC 3008,Docklands,Private,147,144.94749,-37.8149
2020,1104,598658,576023,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008,Docklands,Private,331,144.94799,-37.81938
2020,1105,578095,578095,694-704 Collins Street DOCKLANDS VIC 3008,Docklands,Commercial,265,144.95086,-37.81949
2020,1105,598590,598590,720-750 Collins Street DOCKLANDS VIC 3008,Docklands,Commercial,430,144.94933,-37.82
2020,1105,628714,628714,733-747 Collins Street DOCKLANDS VIC 3008,Docklands,Private,114,144.9495,-37.82093
2020,1105,640970,640970,14-24 Batmans Hill Drive DOCKLANDS VIC 3008,Docklands,Private,300,144.94982,-37.82131
2020,1108,604119,604119,Dock 5 41-55 Victoria Harbour Promenade DOCKLANDS VIC 3008,Docklands,Residential,254,144.94292,-37.81935
2020,1108,611367,611367,ANZ 791-833 Collins Street DOCKLANDS VIC 3008,Docklands,Private,400,144.9457,-37.82206
2020,1108,623575,623575,Concavo 1-13 Waterside Place DOCKLANDS VIC 3008,Docklands,Residential,386,144.94139,-37.82006
2020,1108,688499,667600,North Tower 883 Collins Street DOCKLANDS VIC 3008,Docklands,Residential,364,144.94298,-37.8215
2020,1108,682680,682680,915-941 Collins Street DOCKLANDS VIC 3008,Docklands,Residential,306,144.93966,-37.82058
2020,1109,560001,560001,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,Docklands,Residential,250,144.94124,-37.8146
2020,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Residential,200,144.94217,-37.81436
2020,1109,573206,560004,The Boyd 5 Caravel Lane DOCKLANDS VIC 3008,Docklands,Residential,150,144.94217,-37.81436
2020,1109,573327,573327,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,Residential,250,144.94067,-37.81492
2020,1109,678375,593733,15 Doepel Way DOCKLANDS VIC 3008,Docklands,Residential,176,144.93972,-37.81472
2020,1112,103983,103983,731-739 Flinders Street DOCKLANDS VIC 3008,Docklands,Private,140,144.95024,-37.82284
2020,2381,617601,619509,North Melbourne Business Centre 183-187 Boundary Road NORTH MELBOURNE VIC 3051,North Melbourne,Private,157,144.93937,-37.78887
2020,2381,617604,619509,Kira Apartments 179 Boundary Road NORTH MELBOURNE VIC 3051,North Melbourne,Residential,144,144.93937,-37.78887
2016,440,102960,102960,104-128 Dudley Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,154,144.95001,-37.81087
2016,506,607957,607957,121-151 Langford Street NORTH MELBOURNE 3051,North Melbourne,Private,116,,
2021,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,139,144.95651,-37.82098
2021,1,611394,611394,545-557 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,202,144.95651,-37.82098
2021,11,103957,103957,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Commercial,117,144.95649,-37.81988
2021,11,103987,103987,550-554 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,121,144.95597,-37.8204
2021,13,108060,108060,19-35 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Private,172,144.96178,-37.81823
2021,14,101099,101099,16-26 Bond Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,461,144.96306,-37.81815
2021,14,104007,104007,300-316 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,574,144.964,-37.81806
2021,17,104025,104025,114-128 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,1275,144.97076,-37.81594
2021,18,108975,108975,1-9 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Private,300,144.97379,-37.81499
2021,18,108977,108977,25-31 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,111,144.9741,-37.81455
2021,22,102102,102102,471-485 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Private,420,144.95855,-37.81842
2021,23,708081,102100,441-447 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,243,144.9599,-37.81802
2021,24,102089,102089,327-343 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,169,144.96327,-37.81705
2021,26,102074,102074,167-173 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Private,137,144.96831,-37.81565
2021,28,103969,103969,12-20 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Commercial,126,144.97357,-37.81424
2021,28,108978,108978,35-47 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,315,144.97395,-37.8142
2021,31,102109,102109,Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,210,144.95435,-37.81868
2021,31,108968,108968,613-639 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,300,144.95436,-37.81818
2021,32,105940,105940,505-515 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Private,111,144.9578,-37.8172
2021,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Private,130,144.96217,-37.81617
2021,37,102155,102155,106-120 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,327,144.96932,-37.814
2021,43,110146,110146,130-148 William Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,232,144.95891,-37.81601
2021,43,110147,110147,114-128 William Street MELBOURNE VIC 3000,Melbourne (CBD),Private,103,144.95892,-37.81631
2021,47,625840,103597,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,398,144.97011,-37.81281
2021,47,625840,103597,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Private,549,144.97011,-37.81281
2021,48,105969,105969,34-60 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,932,144.97196,-37.81237
2021,51,101170,101170,624-634 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Private,125,144.9548,-37.81597
2021,52,101173,101173,562-574 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,445,144.95676,-37.81551
2021,57,101219,101219,The Paramount 100-116 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,418,144.96976,-37.81173
2021,61,641556,105718,220 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,313,144.95361,-37.81542
2021,61,642252,105718,639 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,236,144.95361,-37.81542
2021,61,642253,105718,1-19 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Residential,100,144.95361,-37.81542
2021,62,105861,105861,548-558 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,335,144.95594,-37.81492
2021,64,108102,108102,200-222 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,427,144.96047,-37.81346
2021,65,103312,103312,222-260 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,205,144.96289,-37.8127
2021,67,108582,108582,Mantra On Russell 210-222 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,427,144.96796,-37.81134
2021,71,711415,108962,244-262 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,379,144.95269,-37.81445
2021,72,105723,105723,560-566 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,315,144.95558,-37.81375
2021,74,105737,105737,University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,152,144.96033,-37.81244
2021,76,589842,105749,MCC Creche Bldg 10 Artemis Lane MELBOURNE VIC 3000,Melbourne (CBD),Private,218,144.96573,-37.81068
2021,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,148,144.97073,-37.8092
2021,81,561698,105462,"Building E, C L Cunneen Wing 550 Little Lonsdale Street MELBOURNE VIC 3000",Melbourne (CBD),Private,400,144.9527,-37.81331
2021,81,108961,108961,Mondriane Tower 278-282 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,144,144.95217,-37.81395
2021,84,105446,105446,Eporo Tower 279-289 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,118,144.96086,-37.81074
2021,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Private,160,144.96284,-37.8109
2021,87,108566,108566,302-324 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,145,144.96681,-37.8093
2021,88,110650,105437,28 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,234,144.97042,-37.80826
2021,91,105104,105104,19-41 Jeffcott Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,136,144.95275,-37.81217
2021,93,105477,105477,378-392 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,262,144.95805,-37.81091
2021,94,105484,105484,296-310 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,531,144.96037,-37.80998
2021,94,108089,108089,346-362 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Private,146,144.95908,-37.81042
2021,95,105485,105485,224-252 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,364,144.96228,-37.80966
2021,97,103615,103615,333-351 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,742,144.96806,-37.8078
2021,97,106367,106367,9-23 MacKenzie Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,121,144.96739,-37.80768
2021,97,588604,108562,The Blue Tower 68 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,381,144.96647,-37.80824
2021,101,573825,573825,33-43 Batman Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Residential,103,144.9519,-37.81102
2021,104,108088,108088,382-406 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,548,144.95868,-37.80943
2021,105,103301,103301,442-450 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,155,144.96086,-37.80831
2021,105,103302,103302,422-440 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Private,107,144.96101,-37.80863
2021,105,104080,104080,83-93 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,144,144.96176,-37.80817
2021,113,110685,108118,Queen Victoria Market Car Park Queen Victoria Market 391 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Commercial,820,144.95763,-37.80783
2021,115,103300,103300,452-472 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Residential,163,144.96062,-37.80784
2021,205,642282,642282,265-281 Faraday Street CARLTON VIC 3053,Carlton,Private,460,144.96533,-37.7989
2021,218,102675,102675,Carlton Clocktower Complex 247-253 Drummond Street CARLTON VIC 3053,Carlton,Commercial,239,144.96781,-37.79982
2021,233,107153,107153,111-149 Nicholson Street CARLTON VIC 3053,Carlton,Private,200,144.97444,-37.79731
2021,233,639239,639239,76-98 Canning Street CARLTON VIC 3053,Carlton,Residential,114,144.97356,-37.79702
2021,241,573377,573377,Carpark Melbourne University 220 Berkeley Street CARLTON VIC 3053,Carlton,Commercial,1136,144.9607,-37.80025
2021,242,101255,101255,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,Private,119,144.96162,-37.80104
2021,245,538825,538825,Uropa Apartments 604-640 Swanston Street CARLTON VIC 3053,Carlton,Residential,445,144.96433,-37.8019
2021,250,623345,108266,Melbourne Museum 11 Nicholson Street CARLTON VIC 3053,Carlton,Commercial,848,144.97163,-37.80397
2021,251,107539,107539,15-31 Pelham Street CARLTON VIC 3053,Carlton,Private,170,144.96863,-37.80358
2021,263,563935,563935,Bouverie Close Apartments 1-19 Bouverie Street CARLTON VIC 3053,Carlton,Residential,107,144.96109,-37.80609
2021,265,109845,109845,RMIT Building 91 110-120 Victoria Street CARLTON VIC 3053,Carlton,Commercial,200,144.9637,-37.80632
2016,607,110002,110002,98-108 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,102,144.98546,-37.81783
2021,270,636694,104468,Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,Parkville,Commercial,140,144.96121,-37.79677
2021,274,107697,107696,Ikon Park 400 Royal Parade CARLTON NORTH VIC 3054,Carlton,Private,140,144.96153,-37.78499
2016,613,593692,109643,189 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,162,144.98431,-37.81168
2016,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,225,144.98218,-37.81746
2016,644,109669,109669,68-90 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Commercial,500,144.97297,-37.8102
2021,317,110646,110646,104-112 Haines Street NORTH MELBOURNE VIC 3051,North Melbourne,Residential,138,144.94347,-37.79827
2016,651,557129,101779,10 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,146,144.9759,-37.81314
2016,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,522,144.97519,-37.81295
2016,659,614000,100847,200 Batman Avenue MELBOURNE 3004,Melbourne (Remainder),Private,200,144.97775,-37.82282
2016,660,602280,109256,90 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Commercial,154,144.98112,-37.82649
2016,724,108647,108647,541-543 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,128,144.97874,-37.84771
2016,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.97898,-37.84823
2016,724,108650,108650,553 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,220,144.97906,-37.84849
2016,729,110346,110346,73-79 Whiteman Street SOUTHBANK 3006,Southbank,Residential,226,144.95504,-37.82827
2016,729,110474,110474,46-50 Haig Street SOUTHBANK 3006,Southbank,Residential,183,144.95563,-37.82847
2016,730,110491,110491,41-55 Haig Street SOUTHBANK 3006,Southbank,Residential,300,144.956,-37.8289
2016,732,110373,110373,269-283 City Road SOUTHBANK 3006,Southbank,Residential,252,144.95772,-37.82881
2016,734,110465,110465,71-75 Clarke Street SOUTHBANK 3006,Southbank,Commercial,253,144.95903,-37.82964
2016,735,110637,110637,31-49 Moray Street SOUTHBANK 3006,Southbank,Commercial,180,144.96012,-37.82926
2016,738,110621,110621,120-150 Sturt Street SOUTHBANK 3006,Southbank,Residential,144,144.96494,-37.82642
2016,742,110425,110425,6-10 Wells Street SOUTHBANK 3006,Southbank,Residential,181,144.96726,-37.8278
2016,747,627248,627248,63-75 Coventry Street SOUTHBANK 3006,Southbank,Residential,157,,
2016,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,473,144.96879,-37.82724
2016,753,110381,110380,60 City Road SOUTHBANK 3006,Southbank,Private,205,144.96499,-37.82234
2016,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Commercial,581,144.96499,-37.82234
2016,759,108631,108631,435-437 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,102,144.97623,-37.84074
2016,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,343,144.97636,-37.84113
2016,759,108635,108635,459-465 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,108,144.97684,-37.84244
2016,760,108636,108636,469-471 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,231,144.97707,-37.84307
2016,760,108638,108638,477-479 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,204,144.97724,-37.84352
2016,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,320,144.97776,-37.84496
2016,760,108643,108643,505-507 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,204,144.97792,-37.84535
2016,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94191,-37.82684
2016,773,560261,560261,50-56 Lorimer Street DOCKLANDS 3008,Docklands,Residential,250,144.94617,-37.82646
2018,241,573377,573377,220 Berkeley Street CARLTON 3053,Carlton,Commercial,1136,144.9607,-37.80025
2016,773,579362,665148,84-90 Lorimer Street DOCKLANDS 3008,Docklands,Residential,315,,
2016,778,564808,564808,329-349 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,229,144.93342,-37.82663
2016,779,110587,110587,2-46 Douglas Street PORT MELBOURNE 3207,Port Melbourne,Private,311,144.92438,-37.82765
2016,780,110590,110590,158-222 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,200,144.92213,-37.82738
2018,250,623345,108266,11 Nicholson Street CARLTON 3053,Carlton,Commercial,848,144.97163,-37.80397
2016,781,110551,110551,49-89 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,383,144.92408,-37.82468
2016,781,110596,110596,272-310 Salmon Street PORT MELBOURNE 3207,Port Melbourne,Private,691,144.9204,-37.82345
2016,784,600461,110597,12 Central Boulevard FISHERMANS BEND 3207,Port Melbourne,Private,107,144.91753,-37.82392
2016,786,110588,110588,157-171 Salmon Street FISHERMANS BEND 3207,Port Melbourne,Private,333,144.91992,-37.82897
2018,265,109845,109845,110-120 Victoria Street CARLTON 3053,Carlton,Private,265,144.9637,-37.80632
2018,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Residential,156,144.96354,-37.80558
2016,802,108045,108045,31-49 Queens Bridge Street SOUTHBANK 3006,Southbank,Residential,440,144.96008,-37.82457
2016,802,575820,575820,1-9 Freshwater Place SOUTHBANK 3006,Southbank,Residential,515,144.96086,-37.82335
2016,802,575821,575821,2-50 Southbank Boulevard SOUTHBANK 3006,Southbank,Commercial,809,144.96131,-37.82385
2016,804,110527,110484,15 Convention Centre Place SOUTH WHARF 3006,Southbank,Commercial,1266,144.95243,-37.82719
2018,270,636694,104468,30 Royal Parade PARKVILLE 3010,Parkville,Commercial,140,144.96121,-37.79677
2016,804,623557,110484,2 Clarendon Street SOUTH WHARF 3006,Southbank,Commercial,1696,144.95243,-37.82719
2016,804,630299,110484,20 Convention Centre Place SOUTH WHARF 3006,Southbank,Private,296,144.95243,-37.82719
2016,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Private,200,144.9587,-37.82562
2016,808,110385,110385,174-184 City Road SOUTHBANK 3006,Southbank,Residential,386,144.9606,-37.82548
2016,810,110366,110366,157-165 City Road SOUTHBANK 3006,Southbank,Residential,209,144.96136,-37.82589
2016,810,570683,570683,110-120 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,351,144.96053,-37.82696
2016,810,590043,576746,171-179 City Road SOUTHBANK 3006,Southbank,Residential,320,144.96089,-37.82638
2016,810,590044,576746,181-187 City Road SOUTHBANK 3006,Southbank,Residential,320,144.96089,-37.82638
2016,810,576747,576747,94-108 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,267,144.96122,-37.82676
2016,810,576748,576748,70-92 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,282,144.96172,-37.82631
2018,319,106336,106336,98-166 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,Private,141,144.94203,-37.79716
2016,870,107775,107775,31-75 Moubray Street MELBOURNE 3004,Melbourne (Remainder),Private,124,144.98209,-37.84925
2016,871,108652,108652,583-597 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,100,144.98085,-37.85138
2016,927,106408,106408,107-115 Manningham Street PARKVILLE 3052,Parkville,Residential,185,144.93937,-37.78606
2018,375,101095,101095,14-20 Blackwood Street NORTH MELBOURNE 3051,North Melbourne,Commercial,356,144.95516,-37.80175
2018,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Commercial,200,144.95585,-37.80144
2016,1006,102993,102993,71-385 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,132,144.92294,-37.80511
2016,1007,107575,107575,2 Phillipps Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,197,144.91627,-37.81515
2018,410,105083,105083,109-129 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),Residential,114,144.94247,-37.80677
2016,1102,588807,588807,208-226 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,300,,
2016,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,125,,
2016,1102,611576,611576,1010 La Trobe Street DOCKLANDS 3008,Docklands,Private,103,,
2016,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,2500,144.94615,-37.81812
2016,1104,598658,576023,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Commercial,113,144.94649,-37.82082
2016,1105,609487,609487,737-743 Bourke Street DOCKLANDS 3008,Docklands,Private,230,,
2016,1108,106983,106983,839-899 Collins Street DOCKLANDS 3008,Docklands,Private,420,144.93951,-37.82216
2016,1108,609481,609481,33-61 Merchant Street DOCKLANDS 3008,Docklands,Commercial,573,,
2016,1108,611367,611367,791-847 Collins Street DOCKLANDS 3008,Docklands,Private,400,,
2016,1108,613252,613252,790-814 Collins Street DOCKLANDS 3008,Docklands,Private,223,,
2016,1108,623574,623574,2-14 Waterside Place DOCKLANDS 3008,Docklands,Residential,335,,
2016,1109,573205,560004,30 Newquay Promenade DOCKLANDS 3008,Docklands,Residential,100,144.94086,-37.816
2016,1109,573206,560004,5 Caravel Lane DOCKLANDS 3008,Docklands,Residential,150,144.94086,-37.816
2016,1109,573207,560004,15 Caravel Lane DOCKLANDS 3008,Docklands,Residential,150,144.94086,-37.816
2016,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.93936,-37.81656
2016,1109,627659,627659,231-245 Harbour Esplanade DOCKLANDS 3008,Docklands,Residential,544,,
2016,1110,580075,580075,476-478 Docklands Drive DOCKLANDS 3008,Docklands,Private,303,144.93436,-37.81545
2016,1110,580076,580076,480-528 Docklands Drive DOCKLANDS 3008,Docklands,Private,147,144.93368,-37.81706
2016,1110,593738,593738,331-381 Footscray Road DOCKLANDS 3008,Docklands,Private,550,144.93594,-37.81239
2016,1110,608355,608355,364-378 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,144,,
2016,1110,618854,618854,380-394 Docklands Drive DOCKLANDS 3008,Docklands,Private,230,,
2016,1112,103980,103980,40-66 Siddeley Street DOCKLANDS 3008,Docklands,Residential,291,144.95116,-37.82451
2016,2381,617604,619509,179 Boundary Road NORTH MELBOURNE 3051,North Melbourne,Residential,144,,
2016,2383,616843,616843,87-105 Racecourse Road NORTH MELBOURNE 3051,North Melbourne,Private,226,,
2017,1,611394,611394,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,146,144.95651,-37.82098
2017,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,107,144.95951,-37.81943
2017,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Commercial,461,144.96306,-37.81815
2017,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.964,-37.81806
2018,503,109449,109449,50-60 Lloyd Street KENSINGTON 3031,Kensington,Private,190,144.9299,-37.7996
2017,18,111072,111072,32-44 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,532,144.97319,-37.81539
2017,22,102104,102104,505-535 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,582,144.95747,-37.81866
2017,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,620,144.96981,-37.81512
2018,506,607957,607957,121-151 Langford Street NORTH MELBOURNE 3051,North Melbourne,Private,116,144.93649,-37.79639
2017,31,102109,102109,612-624 Collins Street MELBOURNE 3000,Melbourne (CBD),Residential,210,144.95435,-37.81868
2017,42,101156,101155,535 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,300,144.95781,-37.81637
2017,43,101154,101154,483-501 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,431,144.95958,-37.81589
2017,44,101147,101147,393-403 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,212,144.9622,-37.81514
2017,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,109,144.96715,-37.8139
2017,47,625840,103597,111-129 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,549,144.97011,-37.81281
2017,47,625840,103597,111-129 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,398,144.97011,-37.81281
2017,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.9548,-37.81597
2017,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,418,144.96976,-37.81173
2017,61,642252,105718,639 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,236,144.95361,-37.81542
2017,62,105861,105861,548-558 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,335,144.95594,-37.81492
2017,66,105693,105693,217-231 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,390,144.96587,-37.8118
2017,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,445,144.96796,-37.81134
2017,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Commercial,800,144.956,-37.81346
2017,74,105737,105737,402-408 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,152,144.96033,-37.81244
2017,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,300,144.97073,-37.8092
2017,81,108961,108961,278-282 Spencer Street MELBOURNE 3000,Melbourne (CBD),Residential,144,144.95217,-37.81395
2017,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Residential,140,144.95866,-37.81145
